Headline,Body ID,Stance,,,,,,
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,1492,disagree,,,,,,
Christian Bale to play Steve Jobs in upcoming biopic,1299,disagree,,,,,,
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,979,disagree,,,,,,
Catholic Priest Claims God Is Female After Clinically Dead Experience,2445,disagree,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,1130,disagree,,,,,,
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",2515,disagree,,,,,,
‘Photo of slain IS leader’ reported to be doctored,1473,disagree,,,,,,
Graffiti Artist Banksy Arrested In London; Identity Revealed,2362,disagree,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",1797,disagree,,,,,,
"Meteorite makes big crater in Nicaragua, government says",767,disagree,,,,,,
This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,1496,disagree,,,,,,
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,2174,disagree,,,,,,
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",239,disagree,,,,,,
This Kid Made $72 Million During Lunch,2052,disagree,,,,,,
Eyewitness Says Viral Video of Homeless Man Was Staged,1996,disagree,,,,,,
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,1965,disagree,,,,,,
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2432,disagree,,,,,,
"Paradise is open to all, even dogs, Pope tells boy",2370,disagree,,,,,,
Country Music Legend Willie Nelson Dies at Age 81,2186,disagree,,,,,,
Christian Bale Is Steve Jobs,2211,disagree,,,,,,
ESPN's Domestic Violence Panel Is Missing Something Important,2181,disagree,,,,,,
Michelle Obama’s face blurred by Saudi state television,1742,disagree,,,,,,
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1923,disagree,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",986,disagree,,,,,,
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1731,disagree,,,,,,
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],1735,disagree,,,,,,
I aborted my baby because it was a boy,2014,disagree,,,,,,
Tips for Chinese choosing an English name,2260,disagree,,,,,,
Microsoft turns to robotic security guards to watch for trouble,633,disagree,,,,,,
Doubts cast over Nicaragua meteorite claim,1913,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,2211,disagree,,,,,,
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1818,disagree,,,,,,
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1931,disagree,,,,,,
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2125,disagree,,,,,,
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,2305,disagree,,,,,,
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,955,disagree,,,,,,
Female teacher facing sack after making SEX TAPE with teenager,2447,disagree,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",1531,disagree,,,,,,
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2181,disagree,,,,,,
Fake-News: 'McDonald's Will Stop Serving Overweight Customers',1848,disagree,,,,,,
"Meteorite makes big crater in Nicaragua, government says",1056,disagree,,,,,,
"Dead for 48 minutes, Catholic Priest claims God is female",2445,disagree,,,,,,
NBC weatherman caught urinating in the woods live on air,686,disagree,,,,,,
Small Meteorite Strikes in Nicaragua's Capital City of Managua,601,disagree,,,,,,
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",1735,disagree,,,,,,
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1104,disagree,,,,,,
Eyewitness Says Viral Video of Homeless Man Was Staged,738,disagree,,,,,,
If Only A Bird Really Did Poop on Putin,1087,disagree,,,,,,
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1109,disagree,,,,,,
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,2521,disagree,,,,,,
Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,968,disagree,,,,,,
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1549,disagree,,,,,,
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1795,disagree,,,,,,
Meteor Leaves 40-Foot Crater Near Managua's Airport,1213,disagree,,,,,,
Man discovers spider living under his skin during Bali vacation,1797,disagree,,,,,,
Vladimir Putin Bird Poop Video is Fake,2174,disagree,,,,,,
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1263,disagree,,,,,,
"Spider burrowed into appendix scar, crawled through WA man's body",1923,disagree,,,,,,
Vandal paints penis on £1.5million Bugatti Veyron,1453,disagree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,986,disagree,,,,,,
"Israel opens dams, floods Gaza",1965,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1299,disagree,,,,,,
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1227,disagree,,,,,,
Israel denies causing Gaza floods by opening dams,1803,disagree,,,,,,
Christian Bale Won't Play Steve Jobs After All,1019,disagree,,,,,,
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1263,disagree,,,,,,
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2504,disagree,,,,,,
Female teacher facing sack after making SEX TAPE with teenager,482,disagree,,,,,,
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1862,disagree,,,,,,
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,703,disagree,,,,,,
God is a woman- Priest who died for 48 minutes claims,2445,disagree,,,,,,
"Dead for 48 minutes, Catholic Priest claims God is female",1521,disagree,,,,,,
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1215,disagree,,,,,,
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1299,disagree,,,,,,
Libya: Missing Libya Planes Spark Security Concerns,1372,disagree,,,,,,
Islamic State Leader al-Baghdadi “Not Dead”,1473,disagree,,,,,,
This Kid Made $72 Million During Lunch,1042,disagree,,,,,,
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',1832,disagree,,,,,,
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,2337,disagree,,,,,,
Teen Makes $72 Million on the Stock Market,1563,disagree,,,,,,
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2407,disagree,,,,,,
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2286,disagree,,,,,,
A Mass Grave Points to a Student Massacre in Mexico,1984,disagree,,,,,,
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1996,disagree,,,,,,
Daash Ebola transferred to Mosul {Google Translate],2138,disagree,,,,,,
Christian Bale won't play Steve Jobs,1019,disagree,,,,,,
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1372,disagree,,,,,,
Priest' claim of seeing God as a woman dismissed as hoax,1407,disagree,,,,,,
Pope Francis turns out not to have made pets in heaven comment,2297,disagree,,,,,,
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1372,disagree,,,,,,
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2181,disagree,,,,,,
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),2034,disagree,,,,,,
This Is a Truly Horrifying Story About a Spider,2042,disagree,,,,,,
Meteor Leaves 40-Foot Crater Near Managua's Airport,601,disagree,,,,,,
Singing polar bear facing ASBO after noise complaint,2290,disagree,,,,,,
"Managua explosion not a meteorite, NASA suggests",1731,disagree,,,,,,
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1130,disagree,,,,,,
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1813,disagree,,,,,,
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1563,disagree,,,,,,
God Is A Woman – Resurrected Father Narated,1227,disagree,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",1880,disagree,,,,,,
God is a woman- Priest who died for 48 minutes claims,1521,disagree,,,,,,
Bali spider burrows under Aussie’s chest,1321,disagree,,,,,,
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,945,disagree,,,,,,
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,2211,disagree,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,955,disagree,,,,,,
NBC weatherman caught urinating in the woods live on air,1926,disagree,,,,,,
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2445,disagree,,,,,,
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",1789,disagree,,,,,,
"Elon University has not banned the term ‘freshman,’ despite rumors",655,disagree,,,,,,
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1573,disagree,,,,,,
Fake BBC News website set up to carry Charlie Hebdo attack conspiracy theories,1683,disagree,,,,,,
Newly Discovered Mass Grave Linked to Missing Mexican Students,1109,disagree,,,,,,
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1254,disagree,,,,,,
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1877,disagree,,,,,,
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,2337,disagree,,,,,,
KANYE WEST BARRED FROM ALL FUTURE AWARDS SHOWS,514,disagree,,,,,,
Small Meteorite Hits Managua,1213,disagree,,,,,,
Who Should Play Steve Jobs Now That Christian Bale Quit?,945,disagree,,,,,,
NASA Raises Doubts About Reports of Nicaraguan Meteorite,961,disagree,,,,,,
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",2184,disagree,,,,,,
ESPN to save NFL's image with all-male domestic abuse discussion,2181,disagree,,,,,,
Pope Francis turns out not to have made pets in heaven comment,1371,disagree,,,,,,
"No, it's not Tiger Woods selling an island in Lake Mälaren",1888,disagree,,,,,,
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1321,disagree,,,,,,
Lebanon detains wife and son of Al-Baghdadi,1468,disagree,,,,,,
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1797,disagree,,,,,,
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2515,disagree,,,,,,
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,2369,disagree,,,,,,
Meteorite strike in Nicaragua puzzles experts,1056,disagree,,,,,,
Batman Set To Play Steve Jobs In Upcoming Biopic,1226,disagree,,,,,,
God Is A Woman – Resurrected Father Narated,1549,disagree,,,,,,
Priest who died for 48 minutes says he met God and she’s a woman,1227,disagree,,,,,,
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1978,disagree,,,,,,
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",2305,disagree,,,,,,
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,2014,disagree,,,,,,
Christian Bale Exits Steve Jobs Movie (Exclusive),1215,disagree,,,,,,
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1372,disagree,,,,,,
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2367,disagree,,,,,,
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1148,disagree,,,,,,
Audio of gunfire in Michael Brown case authenticated by app company,1564,disagree,,,,,,
Sugarhill Gang rapper Big Bank Hank dies aged 57,2351,disagree,,,,,,
Homeland Security says terrorists haven't crossed U.S-Mexico border,1931,disagree,,,,,,
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",1521,disagree,,,,,,
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1057,disagree,,,,,,
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',2370,disagree,,,,,,
Robert Plant ripped up $800M Led Zeppelin reunion contract,1492,disagree,,,,,,
Who Should Play Steve Jobs Now That Christian Bale Quit?,1215,disagree,,,,,,
Weather Channel’s Mike Seidel was not caught with his pants down,1319,disagree,,,,,,
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,2337,disagree,,,,,,
Tropical spider burrows under man's skin through scar,1923,disagree,,,,,,
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,687,disagree,,,,,,
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1215,disagree,,,,,,
"No, it's not Tiger Woods selling an island in Lake Mälaren",604,disagree,,,,,,
Met police denies reports of Banksy arrest,974,disagree,,,,,,
High school student scores $72M playing the stock market,2052,disagree,,,,,,
China: Satirical site warns citizens over name choices,1660,disagree,,,,,,
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1860,disagree,,,,,,
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1531,disagree,,,,,,
Meteorite strike in Nicaragua puzzles experts,767,disagree,,,,,,
Bali spider burrows under Aussie’s chest,1057,disagree,,,,,,
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1841,disagree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,454,disagree,,,,,,
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1931,disagree,,,,,,
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1213,disagree,,,,,,
Christian Bale Exits Steve Jobs Movie (Exclusive),945,disagree,,,,,,
God is a woman- Priest who died for 48 minutes claims,1227,disagree,,,,,,
The Chinese Guide to Avoiding a Bad English Name,2260,disagree,,,,,,
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1056,disagree,,,,,,
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1905,disagree,,,,,,
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1137,disagree,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,572,disagree,,,,,,
Sugarhill Gang rapper Big Bank Hank dies aged 57,1831,disagree,,,,,,
"Meteorite makes big crater in Nicaragua, government says",2475,disagree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1880,disagree,,,,,,
Report: Christian Bale Just Bailed on the Steve Jobs Movie,458,disagree,,,,,,
Nasa questions whether crater in Nicaragua caused by meteorite,966,disagree,,,,,,
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1313,disagree,,,,,,
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1860,disagree,,,,,,
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",1849,disagree,,,,,,
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1877,disagree,,,,,,
Priest who died for 48 minutes says he met God and she’s a woman,2445,disagree,,,,,,
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1521,disagree,,,,,,
Report: Christian Bale Just Bailed on the Steve Jobs Movie,945,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,729,disagree,,,,,,
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",794,disagree,,,,,,
Christian Bale Is Steve Jobs,1226,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",2272,disagree,,,,,,
Someone painted a graffiti dick on a $2.5 million car,1453,disagree,,,,,,
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1821,disagree,,,,,,
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1829,disagree,,,,,,
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1858,disagree,,,,,,
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2345,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1885,disagree,,,,,,
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2225,disagree,,,,,,
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2367,disagree,,,,,,
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1862,disagree,,,,,,
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2235,disagree,,,,,,
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,2132,disagree,,,,,,
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1849,disagree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1797,disagree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1299,disagree,,,,,,
Graffiti Artist Banksy Arrested In London; Identity Revealed,1884,disagree,,,,,,
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2345,disagree,,,,,,
Sugarhill Gang rapper Big Bank Hank dies aged 57,2398,disagree,,,,,,
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1213,disagree,,,,,,
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1057,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1027,disagree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1438,disagree,,,,,,
Meteorite leaves crater in Nicaraguan capital Managua,1594,disagree,,,,,,
Priest who died for 48 minutes says he met God and she’s a woman,1521,disagree,,,,,,
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2125,disagree,,,,,,
NET Extra: Back-from-the-dead Catholic priest claims God is a female,2445,disagree,,,,,,
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2235,disagree,,,,,,
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1478,disagree,,,,,,
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",2052,disagree,,,,,,
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1880,disagree,,,,,,
Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis,2391,disagree,,,,,,
Meteorite leaves crater in Nicaraguan capital Managua,1213,disagree,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1298,disagree,,,,,,
"No, a spider (probably) didn't crawl through a man's body for several days",1502,disagree,,,,,,
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1588,disagree,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",1057,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1630,disagree,,,,,,
Tips for Chinese choosing an English name,1137,disagree,,,,,,
Christian Bale to play Steve Jobs in upcoming biopic,1841,disagree,,,,,,
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,2034,disagree,,,,,,
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,1796,disagree,,,,,,
Audio of gunfire in Michael Brown case authenticated by app company,2235,disagree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1531,disagree,,,,,,
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1549,disagree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2211,disagree,,,,,,
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,922,disagree,,,,,,
Graffiti Artist Banksy Arrested In London; Identity Revealed,2468,disagree,,,,,,
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1319,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",837,disagree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),692,disagree,,,,,,
Putin’s motorcade looks suspiciously like a massive…,2069,disagree,,,,,,
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2529,disagree,,,,,,
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1923,disagree,,,,,,
Nasa questions whether crater in Nicaragua caused by meteorite,1913,disagree,,,,,,
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1245,disagree,,,,,,
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1984,disagree,,,,,,
Nicaragua asks U.S. for help investigating meteorite crater,1594,disagree,,,,,,
Meteor Leaves 40-Foot Crater Near Managua's Airport,1594,disagree,,,,,,
ESPN's Domestic Violence Panel Is Missing Something Important,2137,disagree,,,,,,
Michelle Obama’s face blurred by Saudi state television,1975,disagree,,,,,,
Meteorite strike in Nicaragua puzzles experts,2475,disagree,,,,,,
Boko Haram ceasefire ignored as violence flares in Borno state,1340,disagree,,,,,,
Pope Francis turns out not to have made pets in heaven comment,218,disagree,,,,,,
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,2370,disagree,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1540,disagree,,,,,,
"No, a spider (probably) didn't crawl through a man's body for several days",1638,disagree,,,,,,
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1340,disagree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1957,disagree,,,,,,
First Human Death Confirmed From Eating GMO [Satire],2098,disagree,,,,,,
"Spider burrowed into appendix scar, crawled through WA man's body",2042,disagree,,,,,,
Doubts cast over Nicaragua meteorite claim,1731,disagree,,,,,,
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1776,disagree,,,,,,
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1731,disagree,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,1971,disagree,,,,,,
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1862,disagree,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",1321,disagree,,,,,,
Fake-News: 'McDonald's Will Stop Serving Overweight Customers',2184,disagree,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,2132,disagree,,,,,,
"Meteorite makes big crater in Nicaragua, government says",1213,disagree,,,,,,
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,2081,disagree,,,,,,
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1019,disagree,,,,,,
NBC weatherman caught urinating in the woods live on air,555,disagree,,,,,,
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1594,disagree,,,,,,
The Arrest of the ISIS Leader's Wife and Son,1468,disagree,,,,,,
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,1686,disagree,,,,,,
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1123,disagree,,,,,,
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1403,disagree,,,,,,
Meteorite leaves crater in Nicaraguan capital Managua,1056,disagree,,,,,,
"Managua explosion not a meteorite, NASA suggests",966,disagree,,,,,,
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",2132,disagree,,,,,,
Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,638,disagree,,,,,,
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2061,disagree,,,,,,
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1923,disagree,,,,,,
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1335,disagree,,,,,,
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1321,disagree,,,,,,
Newly Discovered Mass Grave Linked to Missing Mexican Students,1984,disagree,,,,,,
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2235,disagree,,,,,,
Someone painted a graffiti dick on a $2.5 million car,948,disagree,,,,,,
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2137,disagree,,,,,,
NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,1832,disagree,,,,,,
Comcast blocks Tor,2177,disagree,,,,,,
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1877,disagree,,,,,,
Christian Bale will not play Steve Jobs,1019,disagree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1057,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1226,disagree,,,,,,
“Willie Nelson dead 2015” : Guitarist killed by internet death hoax,1869,disagree,,,,,,
Audio of gunfire in Michael Brown case authenticated by app company,1776,disagree,,,,,,
Weatherman caught peeing live on camera,2034,disagree,,,,,,
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",2052,disagree,,,,,,
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,124,disagree,,,,,,
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1500,disagree,,,,,,
"Dead for 48 minutes, Catholic Priest claims God is female",1549,disagree,,,,,,
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1841,disagree,,,,,,
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2475,disagree,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,922,disagree,,,,,,
NBC weatherman caught urinating in the woods live on air,1046,disagree,,,,,,
Missing Libyan jetliners raise fears of terror attacks on 9/11,1372,disagree,,,,,,
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1777,disagree,,,,,,
Newly Discovered Mass Grave Linked to Missing Mexican Students,1156,disagree,,,,,,
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1263,disagree,,,,,,
Eyewitness Says Viral Video of Homeless Man Was Staged,1020,disagree,,,,,,
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',1832,disagree,,,,,,
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",2135,disagree,,,,,,
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2475,disagree,,,,,,
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2332,disagree,,,,,,
Small Meteorite Hits Managua,1594,disagree,,,,,,
"Audio captured at time of Michael Brown shooting, company says",1776,disagree,,,,,,
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1427,disagree,,,,,,
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",1848,disagree,,,,,,
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,2061,disagree,,,,,,
Daash Ebola transferred to Mosul {Google Translate],2180,disagree,,,,,,
ESPN to save NFL's image with all-male domestic abuse discussion,2137,disagree,,,,,,
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1936,disagree,,,,,,
Lebanon detains wife and son of Al-Baghdadi,703,disagree,,,,,,
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2142,disagree,,,,,,
Spider burrowed through tourist's stomach and up into his chest,1880,disagree,,,,,,
Boko Haram ceasefire ignored as violence flares in Borno state,1821,disagree,,,,,,
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2367,disagree,,,,,,
